Year,State,county_name,Rent,Pop,RentInc,PopInc,Class,Class2,,
2018,Montana,Valley County,874,"7,369",0.008073818,0.090804598,Rural,Rural,,
2018,Montana,Wheatland County,976,"2,168",0.110352673,0.164314516,Rural,Rural,,
2018,Montana,Wibaux County,1126,"1,017",0.281001138,0.34375,Rural,Rural,,
2018,Montana,Yellowstone County,1308,"147,972",0.305389222,0.584493042,Urban,Urban,,
2019,Montana,Beaverhead County,881,"9,246",-0.044468547,0.239919355,Rural,Rural,,
2019,Montana,Big Horn County,952,"12,865",0.072072072,0.31986532,Rural,Urban,,
2019,Montana,Blaine County,930,"6,491",0.192307692,0.142174432,Rural,Rural,,
2019,Montana,Broadwater County,982,"5,612",0.163507109,0.190697674,Rural,Rural,,
2019,Montana,Carbon County,1262,"10,078",0.259481038,0.53777336,Rural,Rural,,
2019,Montana,Carter County,968,"1,160",0.101251422,0.152217742,Rural,Rural,,
2019,Montana,Cascade County,1085,"81,327",0.131386861,0.368474923,Urban,Urban,,
2019,Montana,Chouteau County,943,"5,813",0.022776573,0.011764706,Rural,Rural,,
2019,Montana,Custer County,980,"11,699",0.073384447,0.074235808,Rural,Rural,,
2019,Montana,Daniels County,1012,"1,751",0.183625731,0.152217742,Rural,Rural,,
2019,Montana,Dawson County,878,"8,966",-0.023359288,-0.144274121,Rural,Rural,,
2019,Montana,Deer Lodge County,963,"9,298",0.044468547,0.144186047,Rural,Rural,,
2019,Montana,Fallon County,947,"2,890",0.027114967,0.152217742,Rural,Rural,,
2019,Montana,Fergus County,972,"11,586",0.188264059,0.142470694,Rural,Rural,,
2019,Montana,Flathead County,1197,"90,928",0.08719346,0.056689342,Tourist,Tourist,,
2019,Montana,Gallatin County,1298,"89,513",0.182149362,0.195602729,Tourist,Tourist,,
2019,Montana,Garfield County,908,"1,206",0.032992036,0.152217742,Rural,Rural,,
2019,Montana,Glacier County,877,"13,399",-0.048806941,0.005025126,Tourist,Tourist,,
2019,Montana,Golden Valley County,1176,884,0.430656934,0.369024857,Rural,Rural,,
2019,Montana,Granite County,877,"3,079",0.124358974,0.152217742,Rural,Rural,,
2019,Montana,Hill County,912,"16,096",-0.010845987,0.259179266,Rural,Urban,,
2019,Montana,Jefferson County,1050,"11,406",0.346153846,0.677419355,Rural,Rural,,
2019,Montana,Judith Basin County,985,"2,072",0.103023516,0.152217742,Rural,Rural,,
2019,Montana,Lake County,997,"28,746",0.167447307,-0.023423423,Rural,Urban,,
2019,Montana,Lewis and Clark County,1278,"63,395",0.30942623,0.236410699,Urban,Urban,,
2019,Montana,Liberty County,968,"2,339",0.101251422,0.152217742,Rural,Rural,,
2019,Montana,Lincoln County,1003,"19,687",0.138479001,0.109107304,Rural,Urban,,
2019,Montana,McCone County,877,"1,734",-0.048806941,0.030658251,Rural,Rural,,
2019,Montana,Madison County,976,"7,691",0.104072398,0.340358272,Rural,Rural,,
2019,Montana,Meagher County,970,"1,891",0.243589744,0.158266129,Rural,Rural,,
2019,Montana,Mineral County,1012,"4,223",0.169942197,0.315304948,Rural,Rural,,
2019,Montana,Missoula County,1340,"109,299",0.266540643,0.245600612,Tourist,Tourist,,
2019,Montana,Musselshell County,1051,"4,538",0.208045977,0.381048387,Rural,Rural,,
2019,Montana,Park County,1121,"15,636",0.181243414,0.056338028,Rural,Urban,,
2019,Montana,Petroleum County,1094,494,0.180151025,0.234225621,Rural,Rural,,
2019,Montana,Phillips County,879,"4,253",0,0.239919355,Rural,Rural,,
2019,Montana,Pondera County,1012,"6,153",0.097613883,0.083859333,Rural,Rural,,
2019,Montana,Powder River County,877,"1,743",-0.048806941,0.152217742,Rural,Rural,,
2019,Montana,Powell County,925,"7,027",0.185897436,0.046703297,Rural,Rural,,
2019,Montana,Prairie County,968,"1,179",0.101251422,0.152217742,Rural,Rural,,
2019,Montana,Ravalli County,1112,"40,212",0.057034221,0.279356061,Rural,Urban,,
2019,Montana,Richland County,1084,"9,746",0.351620948,0.246167719,Rural,Rural,,
2019,Montana,Roosevelt County,902,"10,425",0.156410256,0.180406213,Rural,Rural,,
2019,Montana,Rosebud County,926,"9,233",0.187179487,0.384707288,Rural,Rural,,
2019,Montana,Sanders County,911,"11,413",0.144472362,0.126116071,Rural,Rural,,
2019,Montana,Sheridan County,878,"3,384",-0.047722343,-0.027953111,Rural,Rural,,
2019,Montana,Silver Bow County,940,"34,200",0.179422836,0.082177161,Urban,Urban,,
2019,Montana,Stillwater County,1012,"9,117",0.146092865,0.04418395,Rural,Rural,,
2019,Montana,Sweet Grass County,1118,"3,651",0.212581345,0.137962128,Rural,Rural,,
2019,Montana,Teton County,903,"6,073",0.040322581,0.276209677,Rural,Rural,,
2019,Montana,Toole County,918,"5,324",-0.004338395,0.109107304,Rural,Rural,,
2019,Montana,Treasure County,1013,718,0.161697248,0.214717742,Rural,Rural,,
2019,Montana,Valley County,877,"7,369",0.011534025,0.090804598,Rural,Rural,,
2019,Montana,Wheatland County,968,"2,168",0.101251422,0.152217742,Rural,Rural,,
2019,Montana,Wibaux County,1094,"1,017",0.244596132,0.30141129,Rural,Rural,,
2019,Montana,Yellowstone County,1262,"147,972",0.259481038,0.53777336,Urban,Urban,,
2020,Montana,Beaverhead County,941,"9,360",0.020607375,0.327620968,Rural,Rural,,
2020,Montana,Big Horn County,1080,"13,290",0.216216216,0.405162738,Rural,Urban,,
2020,Montana,Blaine County,958,"6,645",0.228205128,0.231780167,Rural,Rural,,
2020,Montana,Broadwater County,1059,"5,755",0.254739336,0.263255814,Rural,Rural,,
2020,Montana,Carbon County,1250,"10,465",0.24750499,0.504970179,Rural,Rural,,
2020,Montana,Carter County,1030,"1,320",0.171786121,0.150201613,Rural,Rural,,
2020,Montana,Cascade County,1048,"81,815",0.092805005,0.315250768,Urban,Urban,,
2020,Montana,Chouteau County,940,"5,810",0.019522777,0.034224599,Rural,Rural,,
2020,Montana,Custer County,1137,"11,895",0.245345016,0.270742358,Rural,Rural,,
2020,Montana,Daniels County,1148,"1,790",0.342690058,0.282258065,Rural,Rural,,
2020,Montana,Dawson County,1114,"9,325",0.239154616,0.091974752,Rural,Rural,,
2020,Montana,Deer Lodge County,991,"9,130",0.07483731,0.164651163,Rural,Rural,,
2020,Montana,Fallon County,1082,"2,925",0.173535792,0.285282258,Rural,Rural,,
2020,Montana,Fergus County,1069,"11,325",0.306845966,0.357980162,Rural,Rural,,
2020,Montana,Flathead County,1340,"96,145",0.217075386,0.17989418,Tourist,Tourist,,
2020,Montana,Gallatin County,1430,"100,735",0.302367942,0.319181198,Tourist,Tourist,,
2020,Montana,Garfield County,980,"1,085",0.114903299,0.150201613,Rural,Rural,,
2020,Montana,Glacier County,932,"13,675",0.010845987,0.104522613,Tourist,Tourist,,
2020,Montana,Golden Valley County,1059,745,0.288321168,0.232313576,Rural,Rural,,
2020,Montana,Granite County,915,"3,205",0.173076923,0.182459677,Rural,Rural,,
2020,Montana,Hill County,1006,"16,470",0.091106291,0.316414687,Rural,Urban,,
2020,Montana,Jefferson County,1140,"11,625",0.461538462,0.78255675,Rural,Rural,,
2020,Montana,Judith Basin County,978,"1,965",0.09518477,0.150201613,Rural,Rural,,
2020,Montana,Lake County,1075,"29,520",0.258782201,0.089189189,Rural,Urban,,
2020,Montana,Lewis and Clark County,1355,"66,290",0.388319672,0.309749784,Urban,Urban,,
2020,Montana,Liberty County,980,"2,245",0.114903299,0.150201613,Rural,Rural,,
2020,Montana,Lincoln County,1076,"19,250",0.221339387,0.155996393,Rural,Urban,,
2020,Montana,McCone County,1019,"1,730",0.105206074,0.070333634,Rural,Rural,,
2020,Montana,Madison County,1080,"7,900",0.221719457,0.45943098,Rural,Rural,,
2020,Montana,Meagher County,992,"2,000",0.271794872,0.214717742,Rural,Rural,,
2020,Montana,Mineral County,1030,"4,195",0.190751445,0.313003452,Rural,Rural,,
2020,Montana,Missoula County,1324,"114,230",0.251417769,0.233358837,Tourist,Tourist,,
2020,Montana,Musselshell County,1219,"4,765",0.401149425,0.574596774,Rural,Rural,,
2020,Montana,Park County,1308,"16,000",0.37829294,0.126019274,Rural,Urban,,
2020,Montana,Petroleum County,1214,455,0.309600863,0.351816444,Rural,Rural,,
2020,Montana,Phillips County,890,"4,140",0.012514221,0.150201613,Rural,Rural,,
2020,Montana,Pondera County,1030,"6,080",0.117136659,0.046889089,Rural,Rural,,
2020,Montana,Powder River County,892,"1,610",-0.032537961,0.153225806,Rural,Rural,,
2020,Montana,Powell County,890,"6,850",0.141025641,0.044871795,Rural,Rural,,
2020,Montana,Prairie County,1214,"1,325",0.381114903,0.425403226,Rural,Rural,,
2020,Montana,Ravalli County,1250,"41,385",0.188212928,0.458333333,Rural,Urban,,
2020,Montana,Richland County,1224,"11,405",0.526184539,0.349864743,Rural,Rural,,
2020,Montana,Roosevelt County,979,"11,220",0.255128205,0.272401434,Rural,Rural,,
2020,Montana,Rosebud County,1000,"9,290",0.282051282,0.401433692,Rural,Rural,,
2020,Montana,Sanders County,1007,"11,415",0.265075377,0.237723214,Rural,Rural,,
2020,Montana,Sheridan County,1017,"3,570",0.103036876,0.101893598,Rural,Rural,,
2020,Montana,Silver Bow County,1058,"34,515",0.327478043,0.227321238,Urban,Urban,,
2020,Montana,Stillwater County,1145,"9,340",0.296715742,0.143372408,Rural,Rural,,
2020,Montana,Sweet Grass County,1265,"3,645",0.372017354,0.263300271,Rural,Rural,,
2020,Montana,Teton County,988,"6,040",0.138248848,0.403225806,Rural,Rural,,
2020,Montana,Toole County,905,"5,030",-0.018438178,0.045987376,Rural,Rural,,
2020,Montana,Treasure County,1004,790,0.151376147,0.298387097,Rural,Rural,,
2020,Montana,Valley County,1001,"7,560",0.15455594,0.250574713,Rural,Rural,,
2020,Montana,Wheatland County,1010,"2,110",0.149032992,0.185483871,Rural,Rural,,
2020,Montana,Wibaux County,1214,"1,120",0.381114903,0.425403226,Rural,Rural,,
2020,Montana,Yellowstone County,1250,"156,330",0.24750499,0.504970179,Urban,Urban,,
2021,Montana,Beaverhead County,940,"9,360",0.019522777,0.319556452,Rural,Rural,,
2021,Montana,Big Horn County,1096,"13,290",0.234234234,0.404040404,Rural,Urban,,
2021,Montana,Blaine County,986,"6,645",0.264102564,0.314217443,Rural,Rural,,
2021,Montana,Broadwater County,1062,"5,755",0.258293839,0.137674419,Rural,Rural,,
2021,Montana,Carbon County,1321,"10,465",0.318363273,0.560636183,Rural,Rural,,
2021,Montana,Carter County,1050,"1,320",0.194539249,0.159274194,Rural,Rural,,
2021,Montana,Cascade County,1126,"81,815",0.174139729,0.390992835,Urban,Urban,,
2021,Montana,Chouteau County,938,"5,810",0.017353579,0.093048128,Rural,Rural,,
2021,Montana,Custer County,1228,"11,895",0.345016429,0.358078603,Rural,Rural,,
2021,Montana,Daniels County,1159,"1,790",0.355555556,0.279233871,Rural,Rural,,
2021,Montana,Dawson County,1244,"9,325",0.383759733,0.222723174,Rural,Rural,,
2021,Montana,Deer Lodge County,999,"9,130",0.0835141,0.103255814,Rural,Rural,,
2021,Montana,Fallon County,1132,"2,925",0.227765727,0.366935484,Rural,Rural,,
2021,Montana,Fergus County,1076,"11,325",0.315403423,0.350766456,Rural,Rural,,
2021,Montana,Flathead County,1367,"96,145",0.241598547,0.196523054,Tourist,Tourist,,
2021,Montana,Gallatin County,1574,"100,735",0.433515483,0.444275967,Tourist,Tourist,,
2021,Montana,Garfield County,1000,"1,085",0.137656428,0.159274194,Rural,Rural,,
2021,Montana,Glacier County,913,"13,675",-0.009761388,0.103517588,Tourist,Tourist,,
2021,Montana,Golden Valley County,1073,745,0.305352798,0.177820268,Rural,Rural,,
2021,Montana,Granite County,913,"3,205",0.170512821,0.159274194,Rural,Rural,,
2021,Montana,Hill County,1062,"16,470",0.151843818,0.295896328,Rural,Urban,,
2021,Montana,Jefferson County,1132,"11,625",0.451282051,0.751493429,Rural,Rural,,
2021,Montana,Judith Basin County,913,"1,965",0.022396417,0.159274194,Rural,Rural,,
2021,Montana,Lake County,1069,"29,520",0.25175644,0.06036036,Rural,Urban,,
2021,Montana,Lewis and Clark County,1300,"66,290",0.331967213,0.28041415,Urban,Urban,,
2021,Montana,Liberty County,1000,"2,245",0.137656428,0.159274194,Rural,Rural,,
2021,Montana,Lincoln County,1089,"19,250",0.236095346,0.11632101,Rural,Urban,,
2021,Montana,McCone County,1039,"1,730",0.126898048,0.078449053,Rural,Rural,,
2021,Montana,Madison County,1133,"7,900",0.281674208,0.504741834,Rural,Rural,,
2021,Montana,Meagher County,980,"2,000",0.256410256,0.189516129,Rural,Rural,,
2021,Montana,Mineral County,1050,"4,195",0.213872832,0.323360184,Rural,Rural,,
2021,Montana,Missoula County,1401,"114,230",0.324196597,0.296863045,Tourist,Tourist,,
2021,Montana,Musselshell County,1170,"4,765",0.344827586,0.473790323,Rural,Rural,,
2021,Montana,Park County,1371,"16,000",0.444678609,0.106745738,Rural,Urban,,
2021,Montana,Petroleum County,1247,455,0.345199569,0.370936902,Rural,Rural,,
2021,Montana,Phillips County,913,"4,140",0.038680319,0.159274194,Rural,Rural,,
2021,Montana,Pondera County,1050,"6,080",0.138828633,0.095581605,Rural,Rural,,
2021,Montana,Powder River County,1018,"1,610",0.104121475,0.159274194,Rural,Rural,,
2021,Montana,Powell County,913,"6,850",0.170512821,0.163919414,Rural,Rural,,
2021,Montana,Prairie County,1247,"1,325",0.418657565,0.445564516,Rural,Rural,,
2021,Montana,Ravalli County,1202,"41,385",0.142585551,0.398674242,Rural,Urban,,
2021,Montana,Richland County,1194,"11,405",0.488778055,0.27412083,Rural,Rural,,
2021,Montana,Roosevelt County,995,"11,220",0.275641026,0.494623656,Rural,Rural,,
2021,Montana,Rosebud County,995,"9,290",0.275641026,0.452807646,Rural,Rural,,
2021,Montana,Sanders County,1079,"11,415",0.355527638,0.247767857,Rural,Rural,,
2021,Montana,Sheridan County,1081,"3,570",0.172451193,0.073038774,Rural,Rural,,
2021,Montana,Silver Bow County,1070,"34,515",0.342534504,0.268943436,Urban,Urban,,
2021,Montana,Stillwater County,1208,"9,340",0.36806342,0.192966637,Rural,Rural,,
2021,Montana,Sweet Grass County,1231,"3,645",0.335140998,0.215509468,Rural,Rural,,
2021,Montana,Teton County,1001,"6,040",0.153225806,0.352822581,Rural,Rural,,
2021,Montana,Toole County,991,"5,030",0.07483731,0.036970243,Rural,Rural,,
2021,Montana,Treasure County,1247,790,0.430045872,0.445564516,Rural,Rural,,
2021,Montana,Valley County,996,"7,560",0.148788927,0.248275862,Rural,Rural,,
2021,Montana,Wheatland County,913,"2,110",0.038680319,0.159274194,Rural,Rural,,
2021,Montana,Wibaux County,1247,"1,120",0.418657565,0.445564516,Rural,Rural,,
2021,Montana,Yellowstone County,1321,"156,330",0.318363273,0.560636183,Urban,Urban,,
